Name,Description,Category
10 YEARS OLD <---> 100 YEARS OLD,Draw a logo for a made-up TV channel that caters to viewers who are this many years old,Drawing
NOT SPYING <---> TOTALLY SPYING,Draw a logo for a social media app that is this likely to be spying on people,Drawing
GRANDMA HATES IT <---> GRANDMA LOVES IT,Draw a tattoo that Grandma would like this much,Drawing
WEAK <---> VERY POWERFUL,Draw a logo for a made-up superhero that is this powerful,Drawing
NOT SCARY <---> VERY VERY SCARY,Draw a tattoo required to join a secret society that is this scary,Drawing
GOOD AND FAIR <---> VERY TYRANNICAL,Draw a logo or crest for a made-up medieval kingdom whose ruler is probably this tyrannical,Drawing
NOT IN LOVE <---> VERY IN LOVE,Draw a bug that is this in love,Drawing
NOT LIKELY <---> VERY LIKELY,Draw a bug that is this likely to be able to fly,Drawing
NOT ICKY <---> VERY ICKY,Draw a bug that is this icky,Drawing
1 FOOT <---> 10 FEET,Draw a bug that is this many feet tall,Drawing
NORMAL BUG <---> SUPER STRONG,Draw a bug that is this strong,Drawing
NOT LIKELY <---> WILL SUCK BLOOD,Draw a bug that is this likely to suck your blood,Drawing
NOT FANCY <---> VERY FANCY,Draw a bug that is this fancy,Drawing
KILLABLE <---> INVINCIBLE,Draw a bug that is this hard to kill,Drawing
SAD BUG <---> HAPPY BUG,Draw a bug that is this happy,Drawing
FULL <---> SO HUNGRY,Draw the face of a person who is this hungry,Drawing
NOT HAPPY <---> VERY HAPPY,Draw the face of a person who is this happy with their haircut,Drawing
NOT A MODEL <---> TOTAL MODEL,Draw the face of a person who is this likely to be a model,Drawing
SO AWAKE <---> SO SLEEPY,Draw a pet that is this sleepy,Drawing
NOT KILLER <---> DEF KILLER,Draw a pet that is this likely to be named Killer,Drawing
VERY SOLID <---> VERY FRAGILE,Draw a toy that is this fragile,Drawing
STRESSED <---> VERY RELAXED,Draw a monster that is this relaxed,Drawing
NO MAJESTY <---> ALL MAJESTY,Draw a bird that looks this majestic,Drawing
NOT LIKELY <---> TOTAL YOUTH scholar,Draw a tattoo that is this likely to be on a youth scholar,Drawing
KINDA CLICHE <---> VERY UNUSUAL,Draw a tattoo that is this unusual,Drawing
ALL KINDS OF FILMS <---> ONLY HORROR,Draw a logo for a film production company that is this likely to only make horror films,Drawing
NOT A CULT <---> TOTAL CULT,Draw a logo for an organization that is this likely to really be a cult,Drawing
NO ADS <---> ALL ADS,Draw a logo for a made-up phone game that is this full of ads,Drawing
SUCCESSFUL <---> BANKRUPT,Draw a logo for a made-up company that is this likely to go bankrupt soon,Drawing
HORRID <---> VERY CUTE,Draw a bug that is this cute,Drawing
ASLEEP <---> TOO AWAKE,Draw a robot that is this awake,Drawing
VERY GOOD <---> VERY EVIL,Draw a robot that is this evil,Drawing
NO LOVE <---> FULL OF LOVE,Draw a robot that is this capable of love,Drawing
USELESS <---> SO USEFUL,Draw a robot that is this useful,Drawing
PLEASANT <---> ANNOYING,Draw a bug that is this annoying,Drawing
KINDA SAD <---> VERY JOYFUL,Draw a robot that is this joyful,Drawing
NOT SMART <---> VERY SMART,Draw a bird that is this smart,Drawing
NO WAY <---> COULD BUILD,Draw a robot that you’re this certain you yourself could actually build,Drawing
NOT LIKELY <---> VERY LIKELY,Draw a robot that is this likely to have been designed by a teenage boy,Drawing
BAD DISGUISE <---> LOOKS HUMAN,Draw a robot that is this successfully disguising itself as a human,Drawing
ONE TASK <---> TEN TASKS,Draw a robot that can perform this many tasks,Drawing
NOT SAFE! <---> DOG-SITTER 5000,Draw a robot that is this safe to babysit a puppy,Drawing
MESSY <---> SO SLEEK,Draw a robot that is this sleek,Drawing
OTHER <---> HUMAN SHAPED,Draw a robot that is this humanoid shaped,Drawing
SAFE TUMMY <---> DIARRHEA,Draw a meal that is this likely to give you diarrhea,Drawing
$10 <---> $100,Draw a meal that is this expensive,Drawing
FEEL FINE <---> STRONG HEARTBURN,Draw a meal that is this likely to give you heartburn,Drawing
NOT PROFESSIONAL <---> VERY PROFESSIONAL,Draw a stick figure that looks this professional,Drawing
BRAVE <---> VERY AFRAID,Draw a stick figure that is this fearful,Drawing
NOT CLOONEY <---> THAT'S CLOONEY!,Draw a stick figure that looks this much like George Clooney,Drawing
STAYING IN <---> GOING OUT,"Draw an outfit that is this likely to be a ""going-out"" outfit",Drawing
10 YEARS OLD <---> 100 YEARS OLD,Draw the favorite meal for someone this many years old,Drawing
UTENSILS <---> ALL HANDS,Draw a meal that is this likely to be eaten with your hands,Drawing
NOT LIKELY <---> MOVIE SNACK!,Draw a snack that is this likely to be eaten while watching a movie,Drawing
UNEATEN <---> SUPER POPULAR,Draw a dish that would be this popular at a potluck BBQ,Drawing
DOIN’ FINE <---> VERY SAD,Draw a stick figure that is this sad,Drawing
SLOW <---> SO FAST,Draw a stick figure that is moving this fast,Drawing
WEAK <---> VERY STRONG,Draw a stick figure that is this strong,Drawing
LAND WEAR <---> I’M ON A BOAT,Draw an outfit that is this likely to be worn on a boat,Drawing
NOT STICKY <---> VERY STICKY,Draw a robot that looks this sticky,Drawing
CALM <---> VERY ANGRY,Draw a stick figure that is this angry,Drawing
WIDE AWAKE <---> VERY EXHAUSTED,Draw a stick figure that is this exhausted,Drawing
TYPICAL PLANS <---> VERY SINISTER,Draw a stick figure that is this likely to be plotting something sinister,Drawing
NOT ATTRACTIVE <---> VERY ATTRACTIVE,Draw a stick figure that is this attractive to other stick figures,Drawing
NORMAL <---> VERY CREEPY,Draw a logo for a dentist office that is this creepy,Drawing
NO WAY <---> OPERA READY,Draw an outfit that is this likely to be worn to the opera,Drawing
NOT FOR GYM <---> GYM FIT!!,Draw an outfit that is this likely to be worn at the gym,Drawing
NOT FOR POOL <---> POOL!,Draw an outfit that is this likely to be worn in a pool,Drawing
NOT LONG <---> VERY LONG,Draw a meal that would take this long to cook,Drawing
NOT LIKELY <---> VERY LIKELY,Draw a dish that is this likely to be served at a wedding,Drawing
SO NICE <---> SO MEAN,Draw a stick figure that is this mean,Drawing
NOT SMART <---> GENIUS,Draw a stick figure that is this smart,Drawing
NOT PLEASED <---> VERY PLEASED,Draw a stick figure that is this pleased with itself,Drawing
FAILURE <---> SO SUCCESSFUL,Draw a stick figure that is this successful,Drawing
NOT SAFE <---> SPACE-SAFE,Draw an outfit that looks this safe to wear in space,Drawing
TRADITIONAL <---> VERY SHOCKING,Draw a wedding dress that is this shocking,Drawing
UNCOOL <---> VERY COOL,Draw an outfit that is this cool,Drawing
CASUAL <---> PROFESSIONAL,Draw a bird that looks this professional,Drawing
SERIOUS <---> VERY WACKY,Draw a hat that is this wacky,Drawing
VERY UNSAFE <---> VERY SAFE,Draw a uniform that would be this safe to play a sport in,Drawing
TASTEFUL <---> WAY TOO MUCH,"Draw a fancy outfit that is this ""over the top""",Drawing
BARELY SCARY <---> VERY SCARY,Draw a cake that is this scary,Drawing
SENSIBLE <---> TOO DECADENT,Draw a dessert that looks this decadent,Drawing
NO BUGS <---> ALL BUGS,Draw a meal that is probably this full of bugs,Drawing
NOT IMPORTANT <---> SO IMPORTANT,Draw a uniform for a person that looks this important,Drawing
FRIENDLY <---> VERY MEAN,Draw a leather jacket and pants for a biker gang that is this mean,Drawing
UNSAFE <---> VERY SAFE,Draw an outfit that is this safe for a construction site,Drawing
PLAIN <---> REALLY EVERYTHING,"Draw a beautiful dog with ""everything on it"" that actually has this percentage of ""everything"" on it",Drawing
TASTELESS <---> WAY TOO SPICY,Draw chicken wings that are probably this spicy,Drawing
PIZZA! <---> YUCK!,Draw a pizza that is this likely to disappoint a 9-year old,Drawing
EASY <---> IMPOSSIBLE,Draw a food item that would be this difficult to eat while driving,Drawing
NOT SCARY <---> TOO SCARY,Draw a Halloween costume that is this scary,Drawing
NOT CUTE <---> VERY CUTE,Draw an outfit for a dog that is this adorable,Drawing
INAPPROPRIATE <---> APPROPRIATE,Draw an outfit that is this appropriate to wear to a funeral,Drawing
NOT AFRAID <---> VERY AFRAID,Draw a robot that is this afraid of death,Drawing
COWARD <---> VERY BRAVE,Draw a bug that is this brave,Drawing
UNHAPPY <---> VERY HAPPY,Draw a stick figure that is this happy with its job,Drawing
UNRIDEABLE <---> VERY RIDEABLE,Draw a pet that you are this likely to be able to ride,Drawing
EARTH PET <---> E.T. PET,Draw a pet that is this likely to be from another planet,Drawing
ROUGH <---> SO GENTLE,Draw a monster that is this gentle,Drawing
N IS FOR NO <---> M IS FOR MONSTER,Draw a monster that is this likely to be on Sesame Street,Drawing
NO WAY <---> PERFECT MATCH,Draw a face that looks this much like your face,Drawing
GROSS <---> LOVE IT,Draw the face of a person who is eating something they like this much,Drawing
SERIOUS <---> VERY FUNNY,Draw a tattoo that is this funny,Drawing
THE YEAR 1950 <---> THE YEAR 2040,Draw a tattoo that would be popular to get during this year,Drawing
PURE GOOD <---> PURE EVIL,Draw a toy that is this evil,Drawing
NOT SMART <---> GENIUS,Draw a monster that is this smart,Drawing
GRANDMA NAY <---> GRANDMA YAY,Draw a snack that is this likely to be in a grandma’s purse,Drawing
"JUST A FROG <---> WOW, A PRINCE!",Draw a frog that is this likely to actually be a prince,Drawing
NO SURPRISE <---> SURPRISE!,Draw a cake that is this likely to have a funny clown inside of it,Drawing
EMPTY MOUTH <---> HIDING SOMETHING,Draw a dog that is this likely to be hiding something in its mouth,Drawing
LUDDITE <---> TECH MONSTER,Draw a monster that is this computer-savvy,Drawing
DON’T TRUST <---> OK TO TRUST,Draw the face of a person who is this trustworthy,Drawing
KINDA COOL <---> WAY NERDY,Draw a tattoo that is this nerdy,Drawing
NO FUN <---> VERY PLAYFUL,Draw a snake that is this playful,Drawing
NOT CUDDLY <---> VERY CUDDLY,Draw a lizard that is this cuddly,Drawing
NOT POSSESSED <---> VERY POSSESSED,Draw a toy that is this likely to be possessed,Drawing
HATES JOB <---> LOVES JOB,Draw a monster that likes its job this much,Drawing
BAD AT B-BALL <---> PRO LEVEL,Draw a monster that is this good at basketball,Drawing
HATES BOOKS <---> LOVES BOOKS,Draw a monster that enjoys reading this much,Drawing
1/2 STARS <---> 5 STARS,Draw an educational toy that would earn this many stars from teachers,Drawing
HATES CELEBS <---> BIGGEST FAN,Draw the face of a person who just met a celebrity they like this much,Drawing
LOST <---> WON,Draw the face of a person who is this likely to have won the fight,Drawing
FEELS NICE <---> SO MUCH PAIN!,Draw a toy that would be this painful to step on,Drawing
HATES ’EM <---> LOVES ’EM,Draw a birthday clown who likes children this much,Drawing
NOT BROKEN <---> TOTALLY BROKEN,Draw a toy that is this broken,Drawing
BAD FIVES <---> GREAT FIVES,Draw a clown that is this good at high fives,Drawing
TACKY <---> GREAT FASHION,Draw a clown that is this fashionable,Drawing
NOT SNEAKY <---> VERY SNEAKY,Draw a clown that is this sneaky,Drawing
NONE <---> WAY TOO MUCH,Draw a clown that has had this much coffee,Drawing
POOR CLOWN <---> RICH CLOWN,Draw a clown that is this wealthy,Drawing
CAUSES TROUBLE <---> SUPER HELPFUL,Draw a bug that is this helpful,Drawing
BABY BUG <---> VERY OLD BUG,Draw a bug that is this far into its lifespan,Drawing
HATES POOP <---> LOVES POOP,Draw a bug that loves poop this much,Drawing
HEALTHY <---> VERY ILL,Draw a bird that feels this sick,Drawing
SQUARE <---> SO PUNK,Draw a bird that is this punk rock,Drawing
BAD WIG <---> GREAT WIG,Draw a bird wearing a wig. Make the wig look this good,Drawing
WEAK LEGS <---> POWERFUL LEGS,Draw a bird with legs that are this powerful,Drawing
UNCOMFORTABLE <---> LOVES IT,Draw a bird that looks this comfortable letting someone ride it,Drawing
KNOWS THE WAY <---> TOTALLY LOST,Draw a bird that looks this lost,Drawing
TEETH ARE FINE <---> NEEDS DENTIST!!!,Draw the face of a person who needs dental care this badly,Drawing
BAD TEAM <---> GREAT TEAM,Draw a bird that is the sports mascot for a team that is this good,Drawing
LOSER <---> SUPER COOL,Draw a bug that is this cool,Drawing
DISTRACTED <---> LASER FOCUS,Draw the face of someone who is concentrating this much,Drawing
HATES WORMS <---> LOVES WORMS,Draw a bird that enjoys eating worms this much,Drawing
SILENT <---> SO LOUD,Draw a toy that is probably this loud,Drawing
UNCOOL <---> VERY COOL,Draw a toy that is this cool,Drawing
DON’T GET WET! <---> WATER-SAFE,Draw a toy that is this safe to get wet,Drawing
STILL COOL <---> SO EMBARRASSING,Draw a toy that would be this embarrassing for a teenager if their friends found out they still played with it,Drawing
SOBER <---> VERY caffeinated,Draw a robot that is this caffeinated,Drawing
ALL ROBOT <---> ALL TRUCK,Draw a robot that is this amount of the way to transforming into a truck,Drawing
1/2 STAR <---> 5 STARS,Draw a circus clown that would average this many star reviews on Yelp,Drawing
NO NEED TO GO <---> EMERGENCY,Draw a clown that has to go to the bathroom this badly,Drawing
UGLY EYES <---> BEAUTIFUL EYES,Draw a bug with eyes this beautiful,Drawing
NOT SCARY <---> TERRIFYING,Draw a monster that is this scary from the waist down,Drawing
EASY TO SHOP <---> IMPOSSIBLE,Draw a clown that is this likely to have trouble buying clown shoes,Drawing
NOT BUTTONS <---> TOTALLY BUTTONS,Draw a clown who is this likely to be named Buttons,Drawing
BAD DOCTOR <---> GREAT DOCTOR,Draw a monster that is this good at being a doctor,Drawing
AWFUL JUGGLER <---> AMAZING JUGGLER,Draw a clown that is this good at juggling,Drawing
NOT SILLY <---> VERY SILLY,Draw a monster that is this silly,Drawing
NOT AFRAID <---> VERY AFRAID,Draw a robot that is this afraid of people,Drawing
NOT SASSY <---> VERY SASSY,Draw a robot that is this sassy,Drawing
Good <---> Bad,Think of something that falls on this scale,Writing
Highly addictive <---> Mildly addictive,Think of something that falls on this scale,Writing
Cold <---> Hot,Think of something that falls on this scale,Writing
Weird <---> Normal,Think of something that falls on this scale,Writing
Colorful <---> Colorless,Think of something that falls on this scale,Writing
High calorie <---> Low calorie,Think of something that falls on this scale,Writing
Feels good <---> Feels bad,Think of something that falls on this scale,Writing
Essential <---> Inessential,Think of something that falls on this scale,Writing
Expensive <---> Cheap,Think of something that falls on this scale,Writing
Overrated weapon <---> Underrated weapon,Think of something that falls on this scale,Writing
Common <---> Rare,Think of something that falls on this scale,Writing
Hard subject <---> Easy subject,Think of something that falls on this scale,Writing
Famous <---> Unknown,Think of something that falls on this scale,Writing
Easy to use <---> Difficult to use,Think of something that falls on this scale,Writing
Wired <---> Normal,Think of something that falls on this scale,Writing
Clean <---> Dirty,Think of something that falls on this scale,Writing
Requires skill <---> Requires luck,Think of something that falls on this scale,Writing
Flavorful <---> Flavorless,Think of something that falls on this scale,Writing
Fascinating topic <---> Boring topic,Think of something that falls on this scale,Writing
Hipster <---> Basic,Think of something that falls on this scale,Writing
Safe job <---> Dangerous job,Think of something that falls on this scale,Writing
Sci-Fi <---> Fantasy,Think of something that falls on this scale,Writing
Formal <---> Casual,Think of something that falls on this scale,Writing
Overpaid <---> Underpaid,Think of something that falls on this scale,Writing
Wet <---> Dry,Think of something that falls on this scale,Writing
Overrated skill <---> Underrated skill,Think of something that falls on this scale,Writing
Encouraged <---> Forbidden,Think of something that falls on this scale,Writing
Happy poem <---> Sad poem,Think of something that falls on this scale,Writing
Durable <---> Fragile,Think of something that falls on this scale,Writing
Dork <---> Geek,Think of something that falls on this scale,Writing
Evil <---> Good,Think of something that falls on this scale,Writing
Best day of the year <---> Worst day of the year,Think of something that falls on this scale,Writing
Good habit <---> Bad habit,Think of something that falls on this scale,Writing
Dog person <---> Cat person,Think of something that falls on this scale,Writing
Openly love <---> Guilty pleasure,Think of something that falls on this scale,Writing
Talented <---> Untalented,Think of something that falls on this scale,Writing
Light <---> Dark,Think of something that falls on this scale,Writing
Overrated actor <---> Underrated actor,Think of something that falls on this scale,Writing
Easy to find <---> Hard to find,Think of something that falls on this scale,Writing
Beautiful man <---> Ugly man,Think of something that falls on this scale,Writing
Easy to remember <---> Hard to remember,Think of something that falls on this scale,Writing
Highbrow <---> Lowbrow,Think of something that falls on this scale,Writing
Healthy <---> Unhealthy,Think of something that falls on this scale,Writing
Good man <---> Bad man,Think of something that falls on this scale,Writing
Historically irrelevant <---> Historically important,Think of something that falls on this scale,Writing
Hairy <---> Hairless,Think of something that falls on this scale,Writing
Flexible <---> Inflexible,Think of something that falls on this scale,Writing
Exotic pet <---> Normal pet,Think of something that falls on this scale,Writing
Extrovert <---> Introvert,Think of something that falls on this scale,Writing
Movie was better <---> Book was better,Think of something that falls on this scale,Writing
Good movie <---> Bad movie,Think of something that falls on this scale,Writing
Beautiful <---> Ugly,Think of something that falls on this scale,Writing
Happens suddenly <---> Happens slowly,Think of something that falls on this scale,Writing
Career <---> Job,Think of something that falls on this scale,Writing
Hated <---> Loved,Think of something that falls on this scale,Writing
The Dark Side of the Force <---> The Light Side of the Force,Think of something that falls on this scale,Writing
Good pizza topping <---> Bad pizza topping,Think of something that falls on this scale,Writing
Utopia <---> Dystopia,Think of something that falls on this scale,Writing
Immature person <---> Mature person,Think of something that falls on this scale,Writing
Overrated thing to own <---> Underrated thing to own,Think of something that falls on this scale,Writing
Nice person <---> Mean person,Think of something that falls on this scale,Writing
Adventure movie <---> Action movie,Think of something that falls on this scale,Writing
Wired <---> Tired,Think of something that falls on this scale,Writing
Good actor <---> Bad actor,Think of something that falls on this scale,Writing
Believable <---> Unbelievable,Think of something that falls on this scale,Writing
Classy <---> Trashy,Think of something that falls on this scale,Writing
Permanent <---> Temporary,Think of something that falls on this scale,Writing
Doesn't look like a person <---> Looks like a person,Think of something that falls on this scale,Writing
Tastes good <---> Tastes bad,Think of something that falls on this scale,Writing
Game <---> Sport,Think of something that falls on this scale,Writing
Cool <---> Uncool,Think of something that falls on this scale,Writing
Greatest living person <---> Worst living person,Think of something that falls on this scale,Writing
Overrated <---> Underrated,Think of something that falls on this scale,Writing
Clean food <---> Messy food,Think of something that falls on this scale,Writing
Ethical <---> Unethical,Think of something that falls on this scale,Writing
Good gift <---> Bad gift,Think of something that falls on this scale,Writing
Fashionable <---> Unfashionable,Think of something that falls on this scale,Writing
Villain <---> Hero,Think of something that falls on this scale,Writing
Forgiveable <---> Unforgiveable,Think of something that falls on this scale,Writing
Harmful <---> Harmless,Think of something that falls on this scale,Writing
Hygienic <---> Unhygienic,Think of something that falls on this scale,Writing
Good speech <---> Bad speech,Think of something that falls on this scale,Writing
Useful <---> Useless,Think of something that falls on this scale,Writing
art <---> Movie that a monster would ruin,Think of something that falls on this scale,Writing
Important <---> Unimportant,Think of something that falls on this scale,Writing
Hard to spell <---> Easy to spell,Think of something that falls on this scale,Writing
Virtue <---> Vice,Think of something that falls on this scale,Writing
Overrated artist <---> Underrated artist,Think of something that falls on this scale,Writing
Popular activity <---> Unpopular activity,Think of something that falls on this scale,Writing
Whole <---> Divided,Think of something that falls on this scale,Writing
Reliable <---> Unreliable,Think of something that falls on this scale,Writing
Hard to kill <---> Easy to kill,Think of something that falls on this scale,Writing
Stable <---> Unstable,Think of something that falls on this scale,Writing
Pointy animal <---> Round animal,Think of something that falls on this scale,Writing
Good TV show <---> Bad TV show,Think of something that falls on this scale,Writing
Traditionally feminine <---> Traditionally masculine,Think of something that falls on this scale,Writing
Useful body part <---> Useless body part,Think of something that falls on this scale,Writing
Classic <---> Fad,Think of something that falls on this scale,Writing
Brilliant <---> Stupid,Think of something that falls on this scale,Writing
Strong <---> Weak,Think of something that falls on this scale,Writing
Useful invention <---> Useless invention,Think of something that falls on this scale,Writing
Conservative <---> Liberal,Think of something that falls on this scale,Writing
Popular <---> Unpopular,Think of something that falls on this scale,Writing
Enemy <---> Friend,Think of something that falls on this scale,Writing
Exciting <---> Boring,Think of something that falls on this scale,Writing
Smelly in a good way <---> Smelly in a bad way,Think of something that falls on this scale,Writing
Hero <---> Villain,Think of something that falls on this scale,Writing
Overrated thing to do <---> Underrated thing to do,Think of something that falls on this scale,Writing
Useful in an emergency <---> Useless in an emergency,Think of something that falls on this scale,Writing
For adults <---> For kids,Think of something that falls on this scale,Writing
Hard to do <---> Easy to do,Think of something that falls on this scale,Writing
Priceless <---> Worthless,Think of something that falls on this scale,Writing
Nurture <---> Nature,Think of something that falls on this scale,Writing
Democracy <---> Dictatorship,Think of something that falls on this scale,Writing
Weird greeting <---> Normal greeting,Think of something that falls on this scale,Writing
Cat name <---> Dog name,Think of something that falls on this scale,Writing
Partisan <---> Non-partisan,Think of something that falls on this scale,Writing
Infinite <---> Limited,Think of something that falls on this scale,Writing
Formal event <---> Casual event,Think of something that falls on this scale,Writing
Good investment <---> Bad investment,Think of something that falls on this scale,Writing
Heavy topic <---> Small talk,Think of something that falls on this scale,Writing
Spicy <---> Mild,Think of something that falls on this scale,Writing
Disrespectful <---> Religious,Think of something that falls on this scale,Writing
Art <---> Not art,Think of something that falls on this scale,Writing
Prohibited <---> Illegal,Think of something that falls on this scale,Writing
Elitist <---> Popular,Think of something that falls on this scale,Writing
In control <---> Out of control,Think of something that falls on this scale,Writing
Loud <---> Quiet,Think of something that falls on this scale,Writing
Public knowledge <---> Secret,Think of something that falls on this scale,Writing
Too big <---> Too small,Think of something that falls on this scale,Writing
Long <---> Short,Think of something that falls on this scale,Writing
Best year in history <---> Worst year in history,Think of something that falls on this scale,Writing
Capitalist <---> Socialist,Think of something that falls on this scale,Writing
Well known fact <---> Little known fact,Think of something that falls on this scale,Writing
Mobile <---> Stationary,Think of something that falls on this scale,Writing
Global issue <---> Local issue,Think of something that falls on this scale,Writing
Skill <---> Talent,Think of something that falls on this scale,Writing
Best era to time travel <---> Worst era to time travel,Think of something that falls on this scale,Writing
The best <---> The worst,Think of something that falls on this scale,Writing
Large number <---> Small number,Think of something that falls on this scale,Writing
True <---> False,Think of something that falls on this scale,Writing
Avant garde <---> Old fashioned,Think of something that falls on this scale,Writing
Beautiful word <---> Ugly word,Think of something that falls on this scale,Writing
Tiny <---> Small,Think of something that falls on this scale,Writing
Natural <---> Unnatural,Think of something that falls on this scale,Writing
Phony person <---> Genuine person,Think of something that falls on this scale,Writing
Original <---> Derivative,Think of something that falls on this scale,Writing
Beautiful color <---> Ugly color,Think of something that falls on this scale,Writing
Benefits everyone <---> Benefits you,Think of something that falls on this scale,Writing
Powerful <---> Powerless,Think of something that falls on this scale,Writing
Smokes <---> Doesn't smoke,Think of something that falls on this scale,Writing
Vegetable <---> Fruit,Think of something that falls on this scale,Writing
Pseudoscience <---> Science,Think of something that falls on this scale,Writing
Serious topic <---> Funny topic,Think of something that falls on this scale,Writing
Firm <---> Limp,Think of something that falls on this scale,Writing
News <---> Gossip,Think of something that falls on this scale,Writing
Easy to sit on <---> Hard to sit on,Think of something that falls on this scale,Writing
Too much <---> Not enough,Think of something that falls on this scale,Writing
Vertical <---> Horizontal,Think of something that falls on this scale,Writing
Scented <---> Unscented,Think of something that falls on this scale,Writing
Not huggable <---> Huggable,Think of something that falls on this scale,Writing
Homogenous <---> Heterogeneous,Think of something that falls on this scale,Writing
Exclusive <---> Inclusive,Think of something that falls on this scale,Writing
Good dog breed <---> Bad dog breed,Think of something that falls on this scale,Writing
Good advice <---> Bad advice,Think of something that falls on this scale,Writing
Good candy <---> Bad candy- licorice,Think of something that falls on this scale,Writing
Radical <---> Traditional,Think of something that falls on this scale,Writing
Good mouthfeel <---> Bad mouthfeel,Think of something that falls on this scale,Writing
Legal <---> Illegal,Think of something that falls on this scale,Writing
Shallow thought <---> Deep thought,Think of something that falls on this scale,Writing
Good school <---> Bad school,Think of something that falls on this scale,Writing
Always on time <---> Never on time,Think of something that falls on this scale,Writing
Will live to 100 <---> Won't live to 100,Think of something that falls on this scale,Writing
Good Cartoon character <---> Bad Cartoon character,Think of something that falls on this scale,Writing
Good president <---> Bad president,Think of something that falls on this scale,Writing
Strange <---> Weird,Think of something that falls on this scale,Writing
Infamous <---> Famous,Think of something that falls on this scale,Writing
Most powerful Being <---> Least powerful Being,Think of something that falls on this scale,Writing
Fun person <---> Boring person,Think of something that falls on this scale,Writing
Overrated book <---> Underrated book,Think of something that falls on this scale,Writing
Best chore <---> Worst chore,Think of something that falls on this scale,Writing
"Overpopulated species <---> Endangered species- black rhinos, white tigers, elephants",Think of something that falls on this scale,Writing
Green <---> Blue- blue man group,Think of something that falls on this scale,Writing
Terrifying <---> Thrilling,Think of something that falls on this scale,Writing
Unexpected <---> Expected,Think of something that falls on this scale,Writing
Person who’d beat you up <---> Person you could beat up,Think of something that falls on this scale,Writing
Overrated game <---> Underrated game,Think of something that falls on this scale,Writing
You don't want your parents to watch you do it <---> You want your parents to watch you do it,Think of something that falls on this scale,Writing
Evil people <---> Good people,Think of something that falls on this scale,Writing
Sports Star <---> Bookworm,Think of something that falls on this scale,Writing
